from,to
9660,9661
311,312
0,35
1311,55
36,43
117,118
52,53
169,290
710,122
7,8
123,7821
52,53
710,122
16,17
13,14
111,112
596,112
22,23
135,136
7,34
7,40
9660,9661
0,21
36,37
105,58
0,42
119,120
4,5
311,312
36,43
0,31
52,53
105,58
7,18
4,5
24,20
52,53
9660,9661
105,58
24,20
13,14
7,5566
36,43
9660,9661
7,79
52,53
1311,55
1999,112
19,20
710,122
1373,112
4,5
119,120
9682,897
9683,298
311,312
105,58
710,122
135,136
5603,1443
1356,300
1357,300
24,20
0,21
117,118
24,20
0,35
7,15
9660,9661
13,14
0,31
7674,136
52,53
105,58
16,17
19,20
0,1
9660,9661
135,58
0,42
19,20
7,5566
24,20
0,84
3744,345
76,77
7,79
101,102
917,347
52,53
105,58
0,46
97,98
99,23
710,122
105,58
9660,9661
6,5
19,20
16,17
3744,345
13,14
24,20
934,58
7,18
4,5
3744,345
36,37
9684,897
0,46
7,40
934,136
129,112
19,20
36,43
0,84
7,5566
52,53
9660,9661
9685,146
105,58
119,120
4,5
9660,9661
0,1
36,37
6,5
7,18
19,20
4,5
7,40
9660,9661
1311,55
0,84
71,655
7,44
0,21
9660,9661
36,37
19,20
7,40
24,20
24,20
19,20
0,84
9686,146
0,1
36,37
9660,9661
16,17
13,14
36,43
7,40
780,58
9660,9661
1716,131
0,84
13,14
1393,58
24,20
7,8
9660,9661
19,20
7,26
0,31
7,5566
9687,131
0,1
19,20
16,17
13,14
9660,9661
24,20
36,37
7,34
4,5
19,20
13,14
7,40
0,46
71,184
4,5
22,23
24,20
1871,1187
7,18
6,5
9660,9661
36,43
0,31
1311,55
7,40
9660,9661
0,84
119,120
19,20
24,20
7,79
710,122
3317,146
0,1
4,5
934,58
117,118
101,102
6,5
7,60
9660,9661
36,43
7,68
1871,1187
7,34
9688,58
7,15
19,20
9660,9661
0,31
13,14
7,40
0,42
9688,58
6,5
7,8
9660,9661
22,23
13,14
52,53
0,46
71,638
19,20
1311,55
24,20
119,120
9688,58
36,43
9660,9661
110,58
103,104
1311,55
52,53
135,136
9689,131
7,18
19,20
7,5566
9688,914
36,43
19,20
24,20
13,14
16,17
13,14
1887,112
304,126
305,126
125,126
301,126
308,126
0,31
304,126
305,126
125,126
301,126
308,126
304,126
305,126
125,126
301,126
308,126
305,126
125,126
301,126
9690,298
9691,897
904,905
24,20
19,20
36,37
7,26
1871,136
110,58
52,53
57,58
111,112
57,58
1311,55
36,43
7,44
1311,55
0,31
244,245
7,34
244,245
36,37
4,5
6,5
0,46
16,17
13,14
7,5566
36,43
1887,211
708,5
119,120
311,312
4,5
13,14
71,209
0,1
0,42
24,20
36,37
7,8
19,20
36,43
7,5566
9692,1555
22,23
7,26
4,5
1887,112
0,42
119,120
934,58
7,68
4,5
9692,847
13,14
19,20
24,20
7,38
36,37
36,43
7,68
934,136
24,20
0,1
0,31
7,26
19,20
13,14
135,136
0,46
24,20
4,5
7,34
7,18
19,20
105,58
52,53
7,15
4,5
105,58
111,112
1311,55
24,20
19,20
135,136
7,26
4,5
105,58
7,44
1887,112
904,905
9693,298
76,77
101,102
13,14
7,15
16,17
7,26
7,5566
13,14
0,42
6,5
22,23
24,20
7,44
19,20
135,136
7,15
0,21
0,84
7,26
24,20
9694,298
0,31
1887,211
19,20
119,120
52,53
7,18
0,46
0,21
141,142
13,14
0,1
19,20
1311,55
7,5566
1311,55
0,46
103,104
7,44
7,38
19,20
57,58
0,84
111,112
52,53
105,58
36,43
24,20
19,20
52,53
119,120
13,14
16,17
7,15
0,46
129,112
24,20
7,15
4,5
0,84
0,35
22,23
27,28
7,5566
36,43
103,104
4,5
105,58
110,58
52,53
708,5
7,44
1311,55
27,28
19,20
24,20
105,58
4,5
7,40
22,23
0,84
27,28
36,43
57,58
7,5566
0,1
708,5
27,28
105,58
7,38
27,28
76,77
101,102
0,42
13,14
27,28
7,15
1887,112
24,20
0,84
9695,298
7,5566
708,5
19,20
27,28
7,44
0,1
135,58
24,20
6,5
7,18
0,42
105,58
0,31
7,15
7,79
4,5
16,17
13,14
19,20
24,20
7,44
934,58
4,5
7,18
0,42
0,46
36,37
9659,109
4,5
7,5566
36,43
7,26
19,20
0,1
934,58
36,37
24,20
0,31
16,17
24,20
13,14
4,5
7,68
4,5
7,8
36,37
4,5
24,20
780,58
7,5566
921,136
0,31
19,20
19,20
7,60
0,42
16,17
13,14
36,43
0,31
19,20
24,20
7,38
4,5
7,18
105,58
0,42
135,58
7,15
19,20
95,96
24,20
36,43
0,31
7,38
4,5
1887,112
9696,298
904,905
9697,897
9698,58
306,307
7,18
19,20
0,84
16,17
13,14
7,5566
24,20
16,17
6,5
4,5
7,38
13,14
7661,131
0,42
7,8
9699,9700
24,20
7,40
9699,9700
22,23
0,1
19,20
0,42
105,58
105,58
111,112
1311,55
105,58
16,17
19,20
52,53
24,20
7,40
1311,55
52,53
105,58
9699,9700
36,43
4,5
708,5
152,3240
52,53
7,38
0,46
105,58
19,20
24,20
4,5
7,44
0,42
4,5
135,58
36,43
0,35
9699,9700
16,17
105,58
52,53
7,18
105,58
105,58
24,20
105,58
1311,55
110,58
52,53
129,112
7,44
105,58
111,112
13,14
103,104
3243,58
105,58
596,112
36,43
105,58
7,79
9699,9700
117,118
105,58
135,136
7,34
0,84
105,58
6,5
36,37
24,20
105,58
7,68
19,20
161,9701
9699,9700
13,14
105,58
16,17
934,136
1887,112
19,20
4,5
105,58
135,136
13,14
9699,9700
71,638
105,58
4,5
7,44
36,43
9699,9700
708,5
0,35
24,20
105,58
135,58
36,43
24,20
9699,9700
7,68
0,35
24,20
19,20
13,14
13,14
7,34
9699,9700
0,42
19,20
19,20
7,44
36,43
9699,9700
6,5
0,35
4,5
7,34
4,5
0,46
244,245
9699,9700
36,43
7,60
16,17
0,35
13,14
7,18
19,20
119,120
0,21
7,5566
9699,9700
36,43
19,20
7,44
24,20
0,35
9699,9700
22,23
4,5
7,15
36,37
47,48
7,60
103,104
13,14
16,17
13,14
7,44
9699,9700
36,37
7,34
36,43
19,20
0,35
9699,9700
1708,134
7,68
13,14
24,20
36,37
19,20
7,8
16,17
0,21
4,5
6,5
9702,131
36,43
9699,9700
0,46
135,136
4,5
7,26
103,104
103,104
596,112
7,68
36,37
708,5
7,8
36,43
100,23
110,58
97,98
139,113
52,53
8095,8096
7,26
57,58
3951,58
105,58
19,20
36,37
52,53
9703,232
9704,232
605,300
1357,300
6228,1443
6020,1443
8395,1443
7,8
6231,1443
6235,1443
306,307
6217,1443
3422,1443
4,5
8281,1443
1549,1443
8604,1443
1546,1443
1525,307
6043,1443
302,300
6229,1443
6029,1443
6221,1443
6241,1443
6226,1443
6045,1443
6239,1443
6016,1443
6196,1443
6223,1443
6040,1443
9705,298
9706,897
36,43
9707,232
9708,298
1356,300
6214,1443
6017,1443
24,20
311,312
9709,232
6240,1443
1373,58
7,34
3439,307
6218,1443
299,300
8273,1443
6234,1443
904,905
24,20
105,58
9699,9700
7,5566
110,58
596,112
36,37
1311,55
7,15
8095,8096
9710,298
103,104
4,5
36,43
299,300
1999,112
13,14
7,8
708,5
105,58
7,5566
24,20
8095,8096
141,142
1308,835
7,38
103,104
7,8
103,104
1229,128
105,58
4,5
9711,298
9712,298
7,5566
302,300
9713,242
9699,9700
119,120
105,58
6,5
299,300
95,96
105,58
105,58
36,43
119,120
9714,58
24,20
105,58
105,58
111,112
119,120
105,58
19,20
105,58
924,925
7,34
19,20
1290,122
9699,9700
1289,122
1290,122
36,37
1302,835
105,58
105,58
19,20
105,58
4,5
119,120
24,20
299,300
105,58
103,104
831,835
1290,122
9699,9700
4,5
6,5
1289,122
169,170
7,60
105,58
841,835
24,20
169,170
1289,122
111,112
105,58
105,58
843,835
22,23
16,17
844,835
24,20
105,58
596,112
7,18
57,58
169,170
117,118
169,647
105,58
57,58
105,58
7,60
169,285
7,26
19,20
0,1
830,845
105,58
105,58
1297,835
169,174
7,40
0,46
169,287
105,58
7,18
4,5
119,120
169,649
7,60
596,112
105,58
57,58
121,122
13,14
103,104
119,120
16,17
7,26
299,300
302,300
57,58
105,58
9715,1194
19,20
7,40
24,20
9714,541
36,43
111,112
1829,58
105,58
105,58
9716,298
299,300
117,118
9715,58
311,312
105,58
24,20
1373,58
302,300
7,79
119,120
3425,1443
103,104
103,104
708,5
24,20
105,58
6,5
7,5566
119,120
19,20
57,58
4,5
105,58
36,37
119,120
103,104
57,58
76,77
13,14
7,79
105,58
311,312
5162,679
105,58
16,17
99,23
100,23
97,98
24,20
36,37
105,58
313,314
7,18
105,58
19,20
111,112
1229,128
4,5
105,58
24,20
103,104
105,58
3243,58
36,37
0,84
19,20
13,14
19,20
4,5
76,77
0,42
101,102
16,17
47,48
24,20
19,20
57,58
7,34
4,5
27,28
24,20
13,14
27,28
6,5
7,15
36,37
0,84
7,40
27,28
7,79
27,28
0,84
7,15
4,5
13,14
24,20
13,14
27,28
6,5
19,20
0,21
7,44
27,28
0,84
7,15
24,20
27,28
19,20
7,8
0,46
7,60
1265,1171
7,15
13,14
36,43
16,17
4,5
22,23
0,46
708,5
103,104
111,112
0,35
4,5
7,38
36,37
105,58
0,84
103,104
105,58
24,20
57,58
7,18
596,112
0,42
103,104
111,112
6,5
7,5566
24,20
103,104
36,37
7,38
24,20
13,14
105,58
105,58
111,112
105,58
308,126
301,126
4,5
125,126
19,20
16,17
103,104
596,112
0,42
105,58
708,5
129,112
7,8
105,58
7,68
4,5
76,77
101,102
7,15
7,60
47,48
7,18
121,122
710,122
105,58
103,104
19,20
105,58
24,20
105,58
111,112
7,60
9717,298
24,20
105,58
24,20
19,20
7,79
103,104
7,5566
105,58
710,122
105,58
22,23
4,5
7,15
71,638
135,58
7,44
0,1
4,5
13,14
7,60
119,120
596,112
36,37
13,14
9718,298
0,21
7,8
310,136
0,35
36,43
19,20
7,79
4,5
103,104
105,58
111,112
105,58
119,120
7,5566
0,21
22,23
24,20
7,26
19,20
0,1
7,44
24,20
7,60
13,14
663,58
244,245
4,5
103,136
0,42
13,14
16,17
9719,217
7,34
7,60
100,23
7,38
0,42
0,35
36,43
19,20
4,5
7,40
546,146
111,112
0,1
13,14
7,79
4,5
16,17
6,5
7,60
24,20
0,42
36,37
19,20
7,79
0,31
7,8
36,43
0,46
57,58
6,5
7,44
16,17
117,118
13,14
7,79
4,5
57,58
57,58
7,60
0,31
708,5
57,58
19,20
36,43
0,21
4,5
9720,94
9721,146
24,20
1107,128
19,20
24,20
22,23
7,44
7,60
596,112
9722,146
7,60
57,58
105,58
57,58
111,112
19,20
7,8
13,14
7,26
1106,128
0,31
7,8
135,58
6,5
4,5
7,34
0,84
4,5
13,14
1871,1187
0,31
16,17
135,58
24,20
19,20
7,26
0,35
4,5
7,68
313,314
1229,128
105,58
24,20
6,5
7,15
36,43
7,5566
0,21
13,14
0,84
16,17
36,37
4,5
13,14
152,3240
7,40
0,42
19,20
7,26
1887,3863
97,98
71,147
22,23
19,20
100,23
99,23
36,43
24,20
7,68
0,21
4,5
24,20
0,84
22,23
36,37
13,14
7,38
9723,778
7,26
4,5
7,60
2140,58
9723,778
9724,146
924,925
19,20
4,5
24,20
161,9725
24,20
0,21
24,20
7,68
13,14
4,5
0,31
16,17
7,60
127,128
0,84
103,104
52,53
105,58
57,58
52,53
105,58
9726,298
4,5
708,5
24,20
119,120
7,79
311,312
103,104
105,58
0,21
7,68
0,1
105,58
52,53
7,60
103,104
7,8
4,5
13,14
57,58
105,58
121,122
710,122
19,20
24,20
36,37
0,1
6283,1443
36,43
8450,1443
5985,1443
9727,298
3467,1443
6219,1443
311,312
7,15
6236,1443
6230,1443
6227,1443
1835,1443
924,925
5002,604
117,118
7,26
0,21
95,96
7,18
24,20
103,104
52,53
105,58
710,122
57,58
7,38
135,136
103,104
4,5
129,112
36,43
7,5566
13,14
24,20
7,26
7,68
3938,217
0,31
76,77
101,102
105,58
103,104
52,53
36,43
57,58
7,79
52,53
19,20
9728,298
924,925
103,104
3035,122
4,5
9729,298
299,300
2066,2067
105,58
19,20
9730,298
57,58
0,1
117,118
605,300
36,37
311,312
13,14
9731,298
135,136
302,300
16,17
119,120
924,925
13,14
24,20
7,26
605,300
7,15
9732,471
135,58
36,43
4,5
97,98
0,21
100,23
7,5566
99,23
6,5
7,38
9732,131
19,20
24,20
36,37
13,14
101,102
76,77
24,20
7,40
16,17
0,46
4,5
0,35
7,26
105,58
105,58
57,58
708,5
1107,128
0,84
7,60
36,43
7,5566
24,20
57,58
24,20
4,5
24,20
13,14
7,18
16,17
4,5
7,79
0,46
7,15
19,20
19,20
7,38
27,28
7,68
27,28
7,8
99,23
100,23
19,20
27,28
7,79
36,43
24,20
27,28
24,20
7,68
57,58
19,20
57,58
127,128
4,5
708,5
27,28
7,44
57,58
4,5
9732,512
36,43
0,84
7,34
0,21
5162,679
19,20
13,14
27,28
9659,198
16,17
9733,9734
7,5566
36,43
7,34
7,26
36,37
19,20
7,5566
13,14
24,20
0,46
24,20
16,17
7,40
13,14
0,35
7,68
1107,128
111,112
4,5
127,128
105,58
24,20
36,43
244,1427
7,44
7,60
19,20
7,38
97,98
7,79
13,14
4,5
24,20
19,20
13,14
7,15
105,58
105,58
47,48
36,37
105,58
7,38
9735,107
9736,897
9737,298
9738,897
0,35
105,58
9739,298
5596,1443
1106,128
24,20
6215,1443
3630,1443
3442,1443
6238,1443
5795,1443
9740,298
123,7821
904,905
6175,1443
3423,1443
1442,1443
82,83
3443,1443
6216,1443
5986,1443
6232,1443
6014,1443
306,307
1525,307
7,8
36,43
24,20
7,18
6,5
0,46
24,20
0,21
4,5
7,38
36,43
19,20
7,8
7,60
0,84
105,58
19,20
24,20
7,40
105,58
7,26
4,5
7,8
24,20
0,84
13,14
7,40
0,21
7,34
19,20
19,20
99,23
100,23
24,20
13,14
8095,8096
7,18
9741,9742
0,42
8095,8096
9743,298
111,112
105,58
52,53
4302,1443
129,112
904,905
4,5
0,84
7,40
0,42
7,18
8095,8096
9744,897
9745,298
24,20
7,60
302,300
13,14
310,136
0,1
13,14
105,58
9742,847
7,26
13,14
36,43
105,58
7,15
19,20
7,18
0,84
0,1
19,20
7,44
71,355
4,5
0,35
13,14
7,34
0,42
0,84
101,102
7,8
19,20
13,14
19,20
7,44
24,20
19,20
24,20
4,5
7,34
1478,58
71,147
36,37
97,98
7,40
100,23
99,23
24,20
0,31
7,44
13,14
7,26
0,35
19,20
24,20
7,38
13,14
36,37
13,14
0,1
7,79
7,44
36,43
7,15
0,31
305,126
4,5
0,35
313,314
7,38
7,60
36,37
4,5
7,5566
0,1
19,20
7,68
4,5
19,20
13,14
105,58
4,5
105,58
36,37
7,40
19,20
7,15
9746,256
169,170
1369,140
24,20
7,38
169,170
7,40
169,170
708,5
13,14
16,17
169,170
19,20
22,23
0,42
100,23
13,14
7,8
4,5
169,170
169,282
7,34
24,20
0,46
169,172
7,34
24,20
36,43
9747,9735
169,286
103,104
57,58
169,383
105,58
52,53
7,8
52,53
7,5566
169,179
24,20
24,20
36,43
13,14
7,34
169,858
7,44
16,17
4,5
7,68
4,5
7,5566
7,15
7,34
19,20
605,300
301,126
304,126
6019,1443
308,126
305,126
125,126
304,126
308,126
305,126
52,53
105,58
311,312
111,112
57,58
103,104
105,58
708,5
7,44
3861,345
13,14
123,7821
605,300
6007,1443
301,126
304,126
308,126
305,126
125,126
301,126
304,126
308,126
125,126
105,58
13,14
7,40
105,58
7,34
6,5
105,58
0,42
0,31
105,58
9732,109
24,20
105,58
4,5
7,34
9748,58
0,42
3861,345
7,60
105,58
0,84
16,17
7,68
305,126
105,58
1373,58
57,58
19,20
105,58
7,26
119,120
708,5
0,1
119,120
105,58
24,20
7,34
4605,217
103,104
0,42
19,20
105,58
7,79
1373,58
105,58
0,84
1373,58
105,58
7,68
24,20
13,14
105,58
7,8
16,17
0,42
117,118
105,58
7,79
24,20
19,20
103,104
13,14
119,120
0,31
7,60
7,40
105,58
119,120
52,53
311,312
117,118
924,925
103,104
105,58
135,58
105,58
7,34
924,925
111,112
57,58
710,122
4,5
103,104
9749,298
105,58
7,18
52,53
105,58
129,112
9750,131
708,5
36,43
105,58
119,120
924,925
7,68
13,14
135,136
105,58
0,35
24,20
311,312
16,17
7,8
36,37
9459,58
7,18
105,58
7,40
4,5
299,300
3861,4829
0,21
924,925
7,38
0,84
71,638
7,26
6,5
135,136
47,48
7,79
121,122
7,60
19,20
943,300
9748,336
117,118
9751,298
311,312
13,14
85,131
0,46
9750,336
119,120
9750,185
19,20
24,20
7,79
9752,298
9753,298
1356,300
302,300
1357,300
119,120
5794,1443
9754,298
71,614
161,9755
135,136
7,8
13,14
9748,94
7,79
13,14
7,5566
16,17
7,60
9756,146
13,14
19,20
47,48
7,8
924,925
4,5
7,79
117,118
5983,5984
7547,604
19,20
7,5566
9746,107
7,68
7,8
111,112
596,112
57,58
7,79
52,53
13,14
27,28
7,5566
57,58
95,96
27,28
57,58
27,28
19,20
27,28
4,5
7,38
71,72
311,312
119,120
27,28
19,20
7,15
7,26
13,14
52,53
105,58
16,17
105,58
13,14
22,23
119,120
7,40
27,28
9750,256
105,58
36,37
119,120
105,58
0,46
105,58
4,5
105,58
105,58
119,120
4,5
105,58
0,31
708,5
24,20
36,37
105,58
119,120
24,20
0,35
19,20
6,5
7,18
105,58
16,17
0,42
19,20
105,58
7,60
0,1
19,20
105,58
36,37
0,35
105,58
7,5566
105,58
36,43
7,8
105,58
0,84
13,14
105,58
16,17
4,5
0,35
111,112
52,53
9757,298
105,58
7,34
19,20
36,43
924,925
24,20
4,5
0,42
119,120
0,84
311,312
4,5
3861,345
9758,298
141,142
24,20
123,7821
8396,1443
105,58
105,58
7,26
0,35
105,58
7,34
0,46
953,954
7,38
13,14
105,58
119,120
4,5
924,925
7,8
16,17
0,84
13,14
4,5
0,46
7,79
7,38
3861,4829
6,5
0,42
105,58
9748,2014
0,21
7,40
4605,9759
105,58
19,20
36,43
24,20
13,14
4,5
16,17
7,8
22,23
19,20
4,5
0,21
19,20
24,20
36,43
7,40
7,26
9760,146
71,148
7,8
0,21
7,5566
13,14
1371,1372
36,43
16,17
24,20
0,46
7,60
13,14
7785,136
7,18
9761,1526
105,58
7,5566
19,20
0,21
24,20
4,5
36,43
0,35
24,20
24,20
4,5
19,20
9761,58
0,84
111,112
7,79
9762,298
13,14
36,43
7,34
16,17
105,58
7,26
0,84
7,18
9763,9764
7,79
0,31
24,20
36,43
22,23
7,15
0,21
24,20
3861,345
710,122
19,20
7,26
13,14
596,112
710,122
9765,298
4,5
19,20
52,53
7,8
19,20
0,31
36,43
924,925
117,118
119,120
13,14
311,312
24,20
19,20
0,46
4,5
24,20
7,26
0,35
0,1
7,18
36,43
7,5566
6,5
0,35
7,26
13,14
7,8
13,14
0,42
16,17
0,31
7,38
4,5
13,14
36,37
7,34
24,20
7,26
19,20
7,79
0,42
0,46
7,15
4,5
13,14
7,34
101,102
76,77
36,43
7,44
0,84
4,5
7,79
7,5566
103,104
36,43
19,20
24,20
13,14
7,15
4,5
19,20
103,104
19,20
16,17
4,5
19,20
13,14
103,104
0,84
36,37
0,35
7,26
7,40
9766,146
24,20
7,38
4,5
36,37
16,17
4,5
16,17
99,23
19,20
97,98
7,68
100,23
6,5
19,20
7,40
7,38
36,37
708,5
19,20
0,31
7,26
7,79
52,53
103,104
7,34
36,37
4,5
7,8
13,14
0,21
7,79
7,34
0,1
0,31
7,5566
13,14
6,5
7,15
4,5
16,17
13,14
0,35
105,58
105,58
0,31
9767,298
244,1826
24,20
95,96
0,46
7,15
100,23
0,1
4,5
7,44
0,84
7,5566
7199,136
4,5
19,20
9768,146
13,14
9769,146
16,17
22,23
7,8
4,5
0,42
19,20
19,20
7,26
105,58
57,58
7,38
301,126
125,126
119,120
105,58
82,83
7,68
0,46
105,58
105,58
0,84
13,14
13,14
7,26
16,17
9770,58
9771,232
9772,897
9773,298
9774,298
9775,897
9776,298
9777,897
9778,298
9779,897
9780,298
9781,298
904,905
7,38
9782,298
9783,298
9784,897
9785,897
4968,1443
304,126
3437,1443
305,126
306,3798
9786,1319
301,126
308,126
304,126
305,126
1525,307
301,126
308,126
305,126
301,126
308,126
305,126
301,126
305,126
301,126
305,126
596,112
904,905
5952,604
7,68
36,37
3035,122
2066,2067
57,58
57,58
9787,298
135,914
19,20
24,20
19,20
4,5
6,5
9788,298
101,102
76,77
9789,298
103,104
105,58
19,20
57,58
0,21
129,112
123,7821
105,58
921,211
119,120
0,31
24,20
9770,211
4,5
9790,298
105,58
7,8
24,20
13,14
103,104
19,20
16,17
105,58
780,211
119,120
7,60
100,23
924,925
0,21
105,58
103,104
119,120
311,312
105,58
52,53
7,38
105,58
1358,1248
1373,58
52,53
6081,1443
105,58
5983,7172
119,120
6,5
1108,58
117,118
924,925
7,44
1393,58
105,58
135,58
0,42
7,60
4,5
708,5
135,109
105,58
36,43
8095,8096
7,26
105,58
19,20
924,925
7,18
780,211
105,58
19,20
135,58
105,58
57,58
13,14
1290,122
103,104
7,40
6,5
123,7821
105,58
119,120
24,20
36,43
105,58
119,120
921,112
117,118
0,1
7,38
57,58
103,104
1229,128
105,58
19,20
9791,897
117,118
105,58
0,31
7,44
24,20
71,355
924,925
57,58
123,7821
105,58
9792,298
19,20
7,60
4,5
27,28
13,14
7,15
924,925
4,5
708,5
24,20
27,28
7,26
13,14
19,20
152,3240
7,5566
0,31
9793,58
119,120
117,118
27,28
36,43
0,21
9794,298
36,37
105,58
27,28
310,897
1108,58
7,68
311,312
117,118
119,120
3561,3562
5524,5525
1373,58
105,58
19,20
99,23
7,44
27,28
5024,58
135,914
9795,298
9796,298
9797,897
1887,211
57,58
2761,1443
1265,58
19,20
4,5
7,15
52,53
24,20
57,58
6,5
105,58
13,14
119,120
16,17
1265,211
19,20
27,28
27,28
19,20
7,60
36,37
7,18
71,148
24,20
924,925
13,14
7,40
13,14
16,17
16,17
36,37
19,20
9798,3694
0,46
4,5
7,8
36,43
57,58
0,84
7,60
19,20
71,360
36,37
24,20
4,5
0,31
4,5
7,26
16,17
36,43
9659,109
22,23
4,5
0,21
7,18
36,37
7,68
9659,198
6,5
7,8
0,35
813,814
36,43
7,60
24,20
7,34
13,14
24,20
57,58
7,38
4,5
0,35
36,43
57,58
19,20
7,8
313,314
24,20
4,5
24,20
169,170
3881,9799
24,20
169,170
24,20
0,84
71,655
169,170
36,43
7,8
708,5
169,170
36,37
13,14
169,170
7,60
16,17
169,170
4,5
19,20
0,31
169,172
36,43
36,37
0,46
11,9800
19,20
24,20
169,179
7,40
71,273
7,38
24,20
0,21
19,20
4,5
7,79
24,20
19,20
13,14
24,20
7,5566
2,9801
52,53
105,58
11,9802
105,58
7,26
0,46
105,58
105,58
105,58
71,184
4,5
105,58
0,1
13,14
7,8
4,5
11,9803
16,17
924,925
161,9804
7,5566
24,20
13,14
105,58
11,9805
7,15
7,26
105,58
19,20
0,31
11,9806
0,84
7,79
105,58
0,46
52,53
119,120
105,58
105,58
7,38
7,26
2,9807
0,42
4,5
105,58
0,1
16,17
105,58
100,23
7,60
52,53
99,23
13,14
105,58
4,5
0,35
19,20
130,131
105,58
3476,512
924,925
24,20
130,131
9808,256
105,58
6,5
7,18
3476,1270
11,9809
119,120
24,20
7,34
0,35
13,14
105,58
19,20
130,58
36,43
24,20
7,79
16,17
24,20
0,21
105,58
135,136
105,58
7,5566
11,9810
3476,193
105,58
0,35
36,43
105,58
7,68
9793,58
710,122
11,9811
311,312
105,58
103,104
0,46
119,120
3243,58
105,58
7,18
11,9811
19,20
105,58
7,38
135,136
11,9812
9813,223
16,17
19,20
36,37
16,17
0,84
19,20
24,20
7,8
244,246
0,46
57,58
105,58
52,53
11,9814
7,38
129,112
4,5
57,58
244,246
6,5
19,20
7,60
36,43
924,925
57,58
24,20
7199,776
0,35
135,58
0,84
7,34
105,58
119,120
780,58
24,20
80,336
90,242
9815,298
780,815
708,5
11,9816
13,14
2140,211
36,43
16,17
11,9817
22,23
0,84
3476,58
11,9818
0,42
24,20
9813,58
19,20
80,140
7,34
19,20
11,9819
36,43
71,72
4,5
11,9820
1263,1264
24,20
7,60
4,5
13,14
82,83
76,77
57,58
24,20
7,18
16,17
11,9821
13,14
7,79
22,23
103,104
0,1
105,58
119,120
3322,3323
52,53
9822,109
57,58
311,312
52,53
103,104
19,20
7,34
73,9823
7,26
0,1
19,20
19,20
13,14
7,5566
57,58
4,5
16,17
9822,146
24,20
7,79
19,20
7,26
103,104
0,31
22,23
663,256
73,9824
0,1
13,14
0,21
73,9825
8209,775
16,17
7,15
13,14
19,20
0,31
7,18
0,42
0,46
7,8
19,20
105,58
105,58
19,20
57,58
73,9826
7,15
141,142
105,58
0,31
103,104
7,79
924,925
0,35
105,58
4,5
7,26
103,104
13,14
105,58
4,5
7,40
73,9827
13,14
24,20
105,58
16,17
73,9828
103,104
57,58
0,31
105,58
52,53
19,20
924,925
129,112
0,42
7,18
105,58
19,20
152,153
7,8
73,9829
135,58
105,58
103,104
0,46
71,147
19,20
6,5
7,34
7,5566
105,58
24,20
924,925
7,79
19,20
9830,535
0,35
13,14
9831,58
0,1
7,8
4,5
16,17
22,23
7,15
0,21
7,5566
4,5
105,58
7,79
0,42
103,104
76,77
4,5
101,102
24,20
0,1
7,15
22,23
7,38
19,20
19,20
9831,58
105,58
24,20
7,34
13,14
16,17
105,58
19,20
36,37
13,14
4,5
7,60
24,20
0,84
105,58
103,104
105,58
7,79
105,58
52,53
103,104
105,58
24,20
7,34
105,58
36,37
101,102
76,77
0,21
311,312
7,40
117,118
123,7821
605,300
904,905
9832,298
105,58
9831,242
24,20
13,14
7,18
0,31
36,37
0,42
0,84
7,60
105,58
19,20
4,5
1452,681
19,20
1452,58
7,18
4,5
36,37
27,28
0,1
24,20
0,21
27,28
19,20
27,28
7,38
2,9833
16,17
7,68
6,5
27,28
0,31
24,20
13,14
9834,136
19,20
36,37
24,20
2,9835
7,8
0,1
0,84
708,5
7,34
57,58
27,28
9836,58
7,79
24,20
105,58
11,9837
7,18
19,20
24,20
0,46
4,5
7,44
36,37
7,60
4,5
0,84
7,38
19,20
13,14
24,20
57,58
0,35
7,18
7,26
3476,3694
9836,138
36,37
105,58
19,20
7,60
0,21
11,9838
105,58
9836,552
9659,198
7,38
19,20
7,15
36,37
7,44
105,58
0,84
13,14
16,17
105,58
22,23
331,131
52,53
24,20
19,20
4,5
13,14
9830,242
36,43
0,1
7,40
9839,136
4,5
7,8
19,20
0,46
7,26
0,35
13,14
36,37
2,9840
24,20
13,14
708,5
7,60
11,9841
7,34
4,5
7,44
0,42
2,9842
6,5
24,20
11,9843
19,20
7,79
152,3240
0,21
9844,146
11,9845
13,14
103,104
4,5
16,17
105,58
52,53
105,58
0,84
11,9846
99,23
100,23
97,98
24,20
52,53
7,79
105,58
103,104
105,58
11,9847
105,58
19,20
36,37
105,58
11,9848
105,58
4,5
24,20
105,58
7,15
0,35
103,104
52,53
13,14
129,112
36,43
105,58
105,58
16,17
11,9849
7,68
22,23
0,21
7,8
19,20
11,9850
7,60
0,35
36,43
11,9851
19,20
7,5566
11,9852
19,20
7,40
11,9852
4,5
9853,9854
11,9855
7,15
4,5
9853,3808
0,35
19,20
244,245
9856,242
708,5
4,5
7,79
11,9857
7,18
36,37
0,1
7,5566
2255,347
11,9858
24,20
19,20
864,5034
11,9859
13,14
24,20
22,23
16,17
0,31
36,37
4,5
7,5566
19,20
52,53
11,9860
105,58
105,58
7,44
105,58
105,58
52,53
0,31
11,9861
7,5566
6,5
3619,3620
36,37
11,9862
7,8
13,14
0,35
13,14
11,9863
5008,146
7,5566
36,37
0,42
19,20
11,9864
4,5
24,20
7,79
24,20
9834,58
11,9865
4,5
0,35
7,60
7,5566
19,20
0,1
11,9866
13,14
4,5
24,20
11,9867
